,platform,launch_month,ad_category_id,dev_cost,marketing_cost,users_reached,downloads_or_accesses,avg_bounce_rate,cumulative_feedback_from_customers,city_id
223,Mobile App Beta,2021-08,A001,193936,85868,14012,7343,90.01,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
224,Mobile App Beta,2021-09,A001,185950,72254,12537,21129,59.64,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
225,Mobile App Beta,2021-10,A002,237605,66806,45968,5793,47.72,nan,C014
226,Mobile App Beta,2021-11,A003,183411,37725,29335,13839,64.34,nan,C014
227,Mobile App Beta,2021-12,A003,316969,89057,6476,26726,49.01,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
228,Responsive Web Version,2021-01,A004,130774,38548,34728,18807,73.04,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
229,Responsive Web Version,2021-02,A004,249137,82139,17179,14679,68.31,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
230,Responsive Web Version,2021-03,A001,135801,110221,13140,12344,48.85,nan,C014
231,Responsive Web Version,2021-04,A003,159733,86727,17658,12735,47.55,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
232,Responsive Web Version,2021-05,A003,231145,60967,26674,6734,56.24,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
233,Responsive Web Version,2021-06,A001,140374,87788,26018,10483,65.08,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
234,Responsive Web Version,2021-07,A004,248274,32030,31948,18255,89.72,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
235,Responsive Web Version,2021-08,A001,90206,67483,23430,14683,91.58,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
236,Responsive Web Version,2021-09,A003,107471,92695,15091,10598,64.13,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
237,Responsive Web Version,2021-10,A001,177854,78402,29944,22001,79.47,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
238,Responsive Web Version,2021-11,A004,178675,49105,40519,10418,48.98,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C014
239,Responsive Web Version,2021-12,A002,146332,75262,36481,10198,64.99,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C014
240,PDF WhatsApp Push,2021-01,A001,276405,60721,37957,27108,71.86,nan,C015
241,PDF WhatsApp Push,2021-02,A003,160234,89885,13525,17930,83.91,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
242,PDF WhatsApp Push,2021-03,A002,189783,52225,20466,16262,50.48,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
243,PDF WhatsApp Push,2021-04,A003,259075,80270,36524,18841,71.6,"The site takes too long to load on average phones.
People didn’t wait around.",C015
244,PDF WhatsApp Push,2021-05,A002,208827,76335,9142,16804,62.83,"The site takes too long to load on average phones.
People didn’t wait around.",C015
245,PDF WhatsApp Push,2021-06,A002,203640,89617,19768,18544,70.29,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
246,PDF WhatsApp Push,2021-07,A004,291605,56287,28504,21608,64.96,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
247,PDF WhatsApp Push,2021-08,A003,164955,72685,39391,17959,64.08,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
248,PDF WhatsApp Push,2021-09,A001,203588,48401,5351,12235,52.68,nan,C015
249,PDF WhatsApp Push,2021-10,A001,246658,73097,39565,7075,41.72,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
250,PDF WhatsApp Push,2021-11,A002,141848,56755,33110,9951,91.2,nan,C015
251,PDF WhatsApp Push,2021-12,A004,144243,74025,36712,16901,79.7,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
252,E-paper Mobile Web,2021-01,A001,145423,89368,17225,16192,23.9,"The site takes too long to load on average phones.
People didn’t wait around.",C015
253,E-paper Mobile Web,2021-02,A002,174759,66927,18539,14955,70.11,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
254,E-paper Mobile Web,2021-03,A001,131485,52045,26303,15421,86.26,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
255,E-paper Mobile Web,2021-04,A002,129361,80641,10288,23080,81.8,"The site takes too long to load on average phones.
People didn’t wait around.",C015
256,E-paper Mobile Web,2021-05,A004,114039,60761,17816,10885,70.87,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
257,E-paper Mobile Web,2021-06,A004,211943,75650,41210,7316,45.86,nan,C015
258,E-paper Mobile Web,2021-07,A003,154112,53311,20047,16519,68.14,nan,C015
259,E-paper Mobile Web,2021-08,A001,143696,42108,25479,18523,47.63,nan,C015
260,E-paper Mobile Web,2021-09,A004,164790,37550,21421,14982,60.01,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
261,E-paper Mobile Web,2021-10,A003,160692,74607,12227,2374,83.04,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
262,E-paper Mobile Web,2021-11,A002,194798,88276,39025,6553,74.84,"The site takes too long to load on average phones.
People didn’t wait around.",C015
263,E-paper Mobile Web,2021-12,A004,217946,80374,21396,22013,40.62,nan,C015
264,Mobile App Beta,2021-01,A003,164547,81463,12525,8553,71.65,nan,C015
265,Mobile App Beta,2021-02,A001,131179,58429,24744,14134,72.42,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
266,Mobile App Beta,2021-03,A004,173436,83679,32941,23804,80.59,nan,C015
267,Mobile App Beta,2021-04,A003,240839,68471,36929,20142,47.51,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
268,Mobile App Beta,2021-05,A001,225922,99615,19839,18520,78.07,"The site takes too long to load on average phones.
People didn’t wait around.",C015
269,Mobile App Beta,2021-06,A004,201984,69970,34520,22846,79.11,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
270,Mobile App Beta,2021-07,A001,263900,31749,23913,22939,69.51,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
271,Mobile App Beta,2021-08,A002,213990,56905,49661,9015,60.13,"The site takes too long to load on average phones.
People didn’t wait around.",C015
272,Mobile App Beta,2021-09,A002,198039,80323,18733,19765,49.09,"The site takes too long to load on average phones.
People didn’t wait around.",C015
273,Mobile App Beta,2021-10,A001,166809,63579,23271,12479,59.97,"The site takes too long to load on average phones.
People didn’t wait around.",C015
274,Mobile App Beta,2021-11,A003,130968,57797,40485,15533,40.34,"The site takes too long to load on average phones.
People didn’t wait around.",C015
275,Mobile App Beta,2021-12,A004,165898,69841,23833,9877,84.97,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
276,Responsive Web Version,2021-01,A004,190357,83975,27537,16866,83.55,nan,C015
277,Responsive Web Version,2021-02,A001,330910,64752,38134,12094,58.34,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
278,Responsive Web Version,2021-03,A003,234197,77141,37927,16590,62.61,"The site takes too long to load on average phones.
People didn’t wait around.",C015
279,Responsive Web Version,2021-04,A004,266103,71262,23501,12449,67.63,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
280,Responsive Web Version,2021-05,A002,135602,61196,28177,11322,55.67,nan,C015
281,Responsive Web Version,2021-06,A001,166607,77560,18886,20355,65.63,nan,C015
282,Responsive Web Version,2021-07,A004,217794,83813,20669,12644,41.47,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C015
283,Responsive Web Version,2021-08,A001,193777,94752,16712,11586,47.03,"The site takes too long to load on average phones.
People didn’t wait around.",C015
284,Responsive Web Version,2021-09,A001,236662,56275,16165,14697,70.44,nan,C015
285,Responsive Web Version,2021-10,A004,166967,72601,19040,8701,53.58,nan,C015
286,Responsive Web Version,2021-11,A004,194026,63675,28880,5084,64.25,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
287,Responsive Web Version,2021-12,A001,263911,93570,27888,11523,54.73,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C015
288,PDF WhatsApp Push,2021-01,A003,187133,73955,27904,16571,72.98,nan,C016
289,PDF WhatsApp Push,2021-02,A003,251103,93827,16842,24516,59.08,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
290,PDF WhatsApp Push,2021-03,A001,201175,67348,16567,15799,83.58,nan,C016
291,PDF WhatsApp Push,2021-04,A004,255034,45599,8550,8892,62.73,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
292,PDF WhatsApp Push,2021-05,A001,283623,21706,31875,18860,66.6,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
293,PDF WhatsApp Push,2021-06,A001,217016,93319,10008,7249,61.68,"The site takes too long to load on average phones.
People didn’t wait around.",C016
294,PDF WhatsApp Push,2021-07,A004,227751,70069,8064,18782,79.35,"The site takes too long to load on average phones.
People didn’t wait around.",C016
295,PDF WhatsApp Push,2021-08,A002,345876,52131,21608,24631,81.15,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
296,PDF WhatsApp Push,2021-09,A001,195031,69719,18758,10665,91.92,"The site takes too long to load on average phones.
People didn’t wait around.",C016
297,PDF WhatsApp Push,2021-10,A003,181370,53519,27575,25832,49.67,nan,C016
298,PDF WhatsApp Push,2021-11,A004,120052,62801,15080,18949,87.88,"The site takes too long to load on average phones.
People didn’t wait around.",C016
299,PDF WhatsApp Push,2021-12,A001,263746,14667,31883,6969,56.09,"The site takes too long to load on average phones.
People didn’t wait around.",C016
300,E-paper Mobile Web,2021-01,A004,258394,49556,12685,13503,69.76,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
301,E-paper Mobile Web,2021-02,A004,197751,55187,40361,13309,43.25,"The site takes too long to load on average phones.
People didn’t wait around.",C016
302,E-paper Mobile Web,2021-03,A001,152868,42602,34894,8601,79.81,"The site takes too long to load on average phones.
People didn’t wait around.",C016
303,E-paper Mobile Web,2021-04,A003,192677,59708,6640,4279,41.51,"The site takes too long to load on average phones.
People didn’t wait around.",C016
304,E-paper Mobile Web,2021-05,A002,153553,82974,25688,14675,46.85,"The site takes too long to load on average phones.
People didn’t wait around.",C016
305,E-paper Mobile Web,2021-06,A002,241807,64400,20002,15093,76.99,"The site takes too long to load on average phones.
People didn’t wait around.",C016
306,E-paper Mobile Web,2021-07,A001,178692,77650,46559,18569,51.02,"The site takes too long to load on average phones.
People didn’t wait around.",C016
307,E-paper Mobile Web,2021-08,A003,181395,50045,27673,14962,71.24,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
308,E-paper Mobile Web,2021-09,A001,175634,105551,19531,9120,63.32,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
309,E-paper Mobile Web,2021-10,A002,205113,60948,7802,14490,79.15,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
310,E-paper Mobile Web,2021-11,A003,248272,84930,36659,17289,62.75,"The site takes too long to load on average phones.
People didn’t wait around.",C016
311,E-paper Mobile Web,2021-12,A001,214189,92007,40570,16696,91.01,nan,C016
312,Mobile App Beta,2021-01,A004,183006,97132,25422,23713,55.05,nan,C016
313,Mobile App Beta,2021-02,A003,157307,95930,32678,15522,68.37,"The site takes too long to load on average phones.
People didn’t wait around.",C016
314,Mobile App Beta,2021-03,A004,245742,38904,22146,15123,72.38,"The site takes too long to load on average phones.
People didn’t wait around.",C016
315,Mobile App Beta,2021-04,A002,178683,81890,18476,14273,59.63,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
316,Mobile App Beta,2021-05,A003,253577,94005,62,7248,74.9,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
317,Mobile App Beta,2021-06,A001,199408,55780,27793,22649,54.08,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
318,Mobile App Beta,2021-07,A003,62644,15270,18391,18982,70.86,nan,C016
319,Mobile App Beta,2021-08,A002,124423,94255,20772,11486,69.81,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
320,Mobile App Beta,2021-09,A004,247275,66904,22010,11569,47.56,"The site takes too long to load on average phones.
People didn’t wait around.",C016
321,Mobile App Beta,2021-10,A004,178698,62171,26446,4848,62.42,nan,C016
322,Mobile App Beta,2021-11,A002,194126,96803,37410,23084,70.0,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
323,Mobile App Beta,2021-12,A001,159273,75800,31275,21537,67.55,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
324,Responsive Web Version,2021-01,A001,222554,61533,26447,11978,82.05,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C016
325,Responsive Web Version,2021-02,A001,241381,92572,36860,20981,61.65,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
326,Responsive Web Version,2021-03,A002,287228,95590,31110,12173,66.0,"The site takes too long to load on average phones.
People didn’t wait around.",C016
327,Responsive Web Version,2021-04,A001,274500,76370,33627,11553,69.28,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
328,Responsive Web Version,2021-05,A001,205412,88304,24946,15394,65.2,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
329,Responsive Web Version,2021-06,A001,240529,70912,17052,4456,52.84,"The site takes too long to load on average phones.
People didn’t wait around.",C016
330,Responsive Web Version,2021-07,A001,108627,65665,40142,12333,95.08,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
331,Responsive Web Version,2021-08,A003,308065,117863,15805,19837,59.03,"The site takes too long to load on average phones.
People didn’t wait around.",C016
332,Responsive Web Version,2021-09,A004,154794,59860,36041,14824,90.03,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C016
333,Responsive Web Version,2021-10,A002,168458,67908,11883,13730,57.99,nan,C016
